FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,MEASURE,Misura,AGE,Età,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,ITCD,Nord,15_EMPMOV_TRAIN,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: treno,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.7,,
A,Annuale,ITCD,Nord,15_EMPMOV_BUS,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: tram, bus',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,4.7,,
A,Annuale,ITCD,Nord,15_EMPMOV_METRO,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: metropolitana,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.6,,
A,Annuale,ITCD,Nord,15_EMPMOV_COACH,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman, corriera',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1.6,,
A,Annuale,ITCD,Nord,15_EMPMOV_BUSC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman aziendale,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.2,,
A,Annuale,ITCD,Nord,15_EMPMOV_PCAR,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come conducente),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,69.7,,
A,Annuale,ITCD,Nord,15_EMPMOV_PPASS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come passeggero),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.9,,
A,Annuale,ITCD,Nord,15_EMPMOV_MOTOR,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: motocicletta, ciclomotore',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.1,,
A,Annuale,ITCD,Nord,15_EMPMOV_BICYC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: bicicletta,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,4,,
A,Annuale,ITCD,Nord,15_EMPL_MOVT_15,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: fino a 15 minuti,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,36.4,,
A,Annuale,ITCD,Nord,15_EMPL_MOVT_31,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: 31 minuti e più,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,16.4,,
A,Annuale,ITC,Nord-ovest,15_EMPMOV_FOOT,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: vanno a piedi,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,12.6,,
A,Annuale,ITC,Nord-ovest,15_EMPMOV_MEANS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: usano mezzi di trasporto,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,87.4,,
A,Annuale,ITC,Nord-ovest,15_EMPMOV_TRAIN,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: treno,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,4.9,,
A,Annuale,ITC,Nord-ovest,15_EMPMOV_BUS,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: tram, bus',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,5.4,,
A,Annuale,ITC,Nord-ovest,15_EMPMOV_METRO,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: metropolitana,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,6.1,,
A,Annuale,ITC,Nord-ovest,15_EMPMOV_COACH,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman, corriera',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1.8,,
A,Annuale,ITC,Nord-ovest,15_EMPMOV_BUSC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman aziendale,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.2,,
A,Annuale,ITC,Nord-ovest,15_EMPMOV_PCAR,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come conducente),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,66.5,,
A,Annuale,ITC,Nord-ovest,15_EMPMOV_PPASS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come passeggero),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.9,,
A,Annuale,ITC,Nord-ovest,15_EMPMOV_MOTOR,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: motocicletta, ciclomotore',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.5,,
A,Annuale,ITC,Nord-ovest,15_EMPMOV_BICYC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: bicicletta,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.7,,
A,Annuale,ITC,Nord-ovest,15_EMPL_MOVT_15,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: fino a 15 minuti,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,34.4,,
A,Annuale,ITC,Nord-ovest,15_EMPL_MOVT_31,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: 31 minuti e più,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,18.3,,
A,Annuale,ITC1,Piemonte,15_EMPMOV_FOOT,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: vanno a piedi,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,14.1,,
A,Annuale,ITC1,Piemonte,15_EMPMOV_MEANS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: usano mezzi di trasporto,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,85.9,,
A,Annuale,ITC1,Piemonte,15_EMPMOV_TRAIN,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: treno,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.7,,
A,Annuale,ITC1,Piemonte,15_EMPMOV_BUS,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: tram, bus',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,6.4,,
A,Annuale,ITC1,Piemonte,15_EMPMOV_METRO,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: metropolitana,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,2.9,,
A,Annuale,ITC1,Piemonte,15_EMPMOV_COACH,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman, corriera',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1,,
A,Annuale,ITC1,Piemonte,15_EMPMOV_BUSC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman aziendale,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.1,,
A,Annuale,ITC1,Piemonte,15_EMPMOV_PCAR,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come conducente),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,70.2,,
A,Annuale,ITC1,Piemonte,15_EMPMOV_PPASS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come passeggero),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.3,,
A,Annuale,ITC1,Piemonte,15_EMPMOV_MOTOR,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: motocicletta, ciclomotore',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1.2,,
A,Annuale,ITC1,Piemonte,15_EMPMOV_BICYC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: bicicletta,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,2.5,,
A,Annuale,ITC1,Piemonte,15_EMPL_MOVT_15,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: fino a 15 minuti,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,33.6,,
A,Annuale,ITC1,Piemonte,15_EMPL_MOVT_31,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: 31 minuti e più,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,13.6,,
A,Annuale,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',15_EMPMOV_FOOT,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: vanno a piedi,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,17.2,,
A,Annuale,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',15_EMPMOV_MEANS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: usano mezzi di trasporto,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,82.8,,
A,Annuale,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',15_EMPMOV_TRAIN,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: treno,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1.7,,
A,Annuale,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',15_EMPMOV_BUS,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: tram, bus',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1.8,,
A,Annuale,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',15_EMPMOV_METRO,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: metropolitana,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.3,,
A,Annuale,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',15_EMPMOV_COACH,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman, corriera',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,4.5,,
A,Annuale,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',15_EMPMOV_BUSC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman aziendale,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.9,,
A,Annuale,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',15_EMPMOV_PCAR,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come conducente),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,73.3,,
A,Annuale,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',15_EMPMOV_PPASS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come passeggero),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,2,,
A,Annuale,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',15_EMPMOV_MOTOR,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: motocicletta, ciclomotore',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1,,
A,Annuale,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',15_EMPMOV_BICYC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: bicicletta,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,2.5,,
A,Annuale,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',15_EMPL_MOVT_15,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: fino a 15 minuti,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,44.2,,
A,Annuale,ITC2,'Valle d"'Aosta / Vallée d"'Aoste',15_EMPL_MOVT_31,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: 31 minuti e più,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,10.7,,
A,Annuale,ITC3,Liguria,15_EMPMOV_FOOT,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: vanno a piedi,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,15.4,,
A,Annuale,ITC3,Liguria,15_EMPMOV_MEANS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: usano mezzi di trasporto,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,84.6,,
A,Annuale,ITC3,Liguria,15_EMPMOV_TRAIN,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: treno,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,6.9,,
A,Annuale,ITC3,Liguria,15_EMPMOV_BUS,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: tram, bus',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,13.2,,
A,Annuale,ITC3,Liguria,15_EMPMOV_METRO,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: metropolitana,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1.7,,
A,Annuale,ITC3,Liguria,15_EMPMOV_COACH,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman, corriera',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,1.7,,
A,Annuale,ITC3,Liguria,15_EMPMOV_BUSC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman aziendale,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.4,,
A,Annuale,ITC3,Liguria,15_EMPMOV_PCAR,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come conducente),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,50.2,,
A,Annuale,ITC3,Liguria,15_EMPMOV_PPASS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come passeggero),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.2,,
A,Annuale,ITC3,Liguria,15_EMPMOV_MOTOR,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: motocicletta, ciclomotore',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,15.2,,
A,Annuale,ITC3,Liguria,15_EMPMOV_BICYC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: bicicletta,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.7,,
A,Annuale,ITC3,Liguria,15_EMPL_MOVT_15,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: fino a 15 minuti,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,31.3,,
A,Annuale,ITC3,Liguria,15_EMPL_MOVT_31,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: 31 minuti e più,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,19.8,,
A,Annuale,ITC4,Lombardia,15_EMPMOV_FOOT,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: vanno a piedi,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,11.6,,
A,Annuale,ITC4,Lombardia,15_EMPMOV_MEANS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: usano mezzi di trasporto,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,88.4,,
A,Annuale,ITC4,Lombardia,15_EMPMOV_TRAIN,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: treno,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,5.1,,
A,Annuale,ITC4,Lombardia,15_EMPMOV_BUS,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: tram, bus',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,4,,
A,Annuale,ITC4,Lombardia,15_EMPMOV_METRO,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: metropolitana,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,8.1,,
A,Annuale,ITC4,Lombardia,15_EMPMOV_COACH,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman, corriera',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,2.1,,
A,Annuale,ITC4,Lombardia,15_EMPMOV_BUSC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: pullman aziendale,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.2,,
A,Annuale,ITC4,Lombardia,15_EMPMOV_PCAR,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come conducente),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,67.2,,
A,Annuale,ITC4,Lombardia,15_EMPMOV_PPASS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: auto privata (come passeggero),HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,4.3,,
A,Annuale,ITC4,Lombardia,15_EMPMOV_MOTOR,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: motocicletta, ciclomotore',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,2.9,,
A,Annuale,ITC4,Lombardia,15_EMPMOV_BICYC,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: bicicletta,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,4.6,,
A,Annuale,ITC4,Lombardia,15_EMPL_MOVT_15,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: fino a 15 minuti,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,35.1,,
A,Annuale,ITC4,Lombardia,15_EMPL_MOVT_31,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: 31 minuti e più,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,20,,
A,Annuale,ITD,Nord-est,15_EMPMOV_FOOT,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: vanno a piedi,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,10.6,,
A,Annuale,ITD,Nord-est,15_EMPMOV_MEANS,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: usano mezzi di trasporto,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,89.4,,
A,Annuale,ITD,Nord-est,15_EMPMOV_TRAIN,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: treno,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,2.2,,
A,Annuale,ITD,Nord-est,15_EMPMOV_BUS,'Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: tram, bus',HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,3.7,,
A,Annuale,ITD,Nord-est,15_EMPMOV_METRO,Occupati di 15 anni e più che escono di casa abitualmente per andare a lavoro per mezzo di trasporto utilizzato e tempo impiegato: metropolitana,HSC,Per 100 persone con le stesse caratteristiche,Y_GE15,15 anni e più,2024,0.3,,
